SNR,TPR,FPR,TTFD,Alpha (%),Feature,Window,Detection
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-27.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-25.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-22.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-20.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-17.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-15.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-12.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-10.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-7.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
-2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
0.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
2.5,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
5.0,True,True,17.0,5.0,MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-30.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-27.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-25.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-22.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-20.0,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
-17.5,False,False,120.0,5.0,CumSum_MSC,Fixed,Per-Window
