SNR,TPR,FPR,TTFD,Alpha (%),Feature,Window,Detection
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-27.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-25.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-22.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-20.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-17.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-15.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-12.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-10.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-7.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
0.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
2.5,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
5.0,True,True,18.0,5.0,MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-30.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-27.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-25.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-22.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-20.0,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
-17.5,False,False,108.0,5.0,CumSum_MSC,Sliding,Per-M-Block
