mmin,mmax,mstep,minwindowsize,ntests,eegchannel,stimlvl,method,tp,fp,tn,fn
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
0,0,0,0,0,,,,0,0,0,0
